"","ID","E1","E2","E3","E4","E5","E6"
"22",280,438.863557384992,391.630138889382,917.783714404422,1112.88173275405,1081.99283863987,221.078624266827
"23",1033,798.650065390926,77.6804316209119,1004.17688017452,702.482432392095,1424.08833204864,743.029418267455
"24",923,759.833821743081,364.510282412476,797.513266767113,942.640706962896,898.823473826325,NA
"25",115,523.869247997269,164.583758661358,961.002288242207,880.503116507782,931.753056928874,283.930385206685
"26",1639,568.211452171855,299.208147922894,763.206436309547,790.251748151464,922.15785393336,363.29886130019
"27",1523,374.477853726522,292.35746092012,1007.49706427112,747.851424945443,1105.05865548862,383.325451086419
"28",464,786.556359512643,249.092939069865,748.853151785722,959.479484832928,1254.71508675236,519.076043378401
"29",484,762.045509041173,113.992824501889,902.446796210032,760.275631942028,1092.8474260507,537.421754225843
"30",1144,801.729702279262,399.365678106952,955.572167289374,615.21299102773,1460.00016096142,569.569051730884
"31",1159,239.542248335411,-109.945625693682,NA,1042.49844282361,1060.41702781662,587.630665531055
"32",1486,663.867659405907,333.789035987616,978.43195463517,1139.205148715,996.281654824686,453.826395620659
"33",142,431.96240613352,401.937512226148,952.840686504505,725.356812176726,981.060662723374,277.767842519028
"34",563,266.691406213574,39.4592460663206,956.200155756189,845.637809552419,1008.29582058259,699.457697295825
"35",232,515.15281766907,323.911151199872,931.20096428782,1126.46090229437,1029.81614661729,684.612003827937
"36",94,755.840122118244,452.799000509533,861.223400116876,878.56665393397,941.604149832077,375.845389513536
"37",276,623.443705170093,325.050154369962,915.533882053604,1092.97067586686,887.566517853887,427.012994103015
"38",415,387.154802082204,336.926739903283,967.328935837123,948.670581506945,968.36246510571,693.054757068515
"39",710,482.753013411353,235.115886504116,1109.34842401071,731.853899990128,1361.22990079751,600.428096015831
"40",887,750.394839202029,513.369000843091,812.542831688053,795.471315588313,1017.27801091607,419.567334552385
"41",157,315.704885573122,152.466859839279,932.801630306909,865.428454604631,962.570013911496,644.716765358659
"42",661,565.049712952884,244.666339776124,913.077175354074,858.724026644845,1050.88278220144,420.133045114925
"43",696,812.199993908214,-47.564819680787,791.389228550503,930.704898516629,1040.37000490161,684.614437491073
"44",1004,874.291831976946,339.013800824426,986.89410361045,810.116276232833,1076.52312984044,537.863724032353
"45",1124,411.10590687568,52.3912982921447,1131.53518915686,964.734492931828,1114.11340893915,514.391410162501
"46",845,671.836751219968,349.019416028066,900.977533535484,965.445831673772,993.014610446244,777.41534764106
"47",337,324.821204611886,-48.527638709779,1090.19706696969,676.81432215227,891.493989301827,331.927368143202
"48",287,497.470391714768,346.446478353915,913.933556007321,1019.36156994873,979.443200022654,490.488798568151
"49",37,543.55496603132,359.70284676969,885.120396952035,902.597346103288,1161.48280590197,264.251583461384
"50",974,396.611434728281,175.713431313379,1157.45547206668,533.256903205411,1208.80142468752,397.790744147299
"51",554,597.297607051833,205.449322320806,1018.98538071211,1078.15471118238,980.35307711382,553.996176721773
"52",150,690.771240866271,400.991503297908,817.594566615415,911.54355669496,1093.30956370512,724.478274262773
"53",76,284.577764182659,147.638742931506,1036.1203478561,728.68709949288,884.0609973423,496.75808854583
"54",582,674.861786568116,79.6067180966912,793.385300390847,771.979713145181,1264.69932312679,654.83524686383
"55",1230,782.613411586849,59.1946502072382,854.778252400077,907.118593033116,1160.51200301246,460.293331588217
"56",443,710.194489541677,NA,862.756222982472,748.811920183286,1033.50317483015,397.095123968546
"57",1181,681.248510616103,326.275989284704,917.950800047127,686.330412867783,1125.91516808096,322.175449944295
"58",242,533.645742472834,364.651410153426,938.797615262239,975.532130739356,915.241964320848,707.11576187602
"59",1301,613.510728199563,234.582850946788,1092.02486002028,939.612561542639,890.530743355576,696.98807962278
"60",1493,600.640577249315,138.155858471458,790.466532640399,783.034729934212,975.564755144424,561.908231902086
"61",350,809.019497903756,490.40608128849,886.90640202357,907.82170424018,NA,685.533314230858
"62",924,371.306613520631,152.192935179883,858.921869228769,925.094214511191,1201.63718795983,466.965935465127
"63",1318,444.329591439142,205.091867387654,753.612798504686,784.889934593075,791.805839324846,648.85327485829
"64",1520,536.221971454685,303.198441197862,792.588769810044,1055.67740621115,941.158180273387,593.64063772316
"65",129,703.806078047159,351.950018302644,859.255964642107,1104.09912343755,1065.68686196519,637.152896551886
"66",1563,471.969351431367,452.22331064901,880.856620460927,791.064779559148,1316.51305819446,535.740757383504
"67",732,577.649252783099,250.810936571634,1244.2047866295,758.12881206803,871.849045345578,521.169547808668
"68",1513,842.336146518634,569.516236701412,1071.50442522226,1219.24220188957,1270.17169279752,687.068811267853
"69",884,508.615332861336,509.360514940606,989.592955690711,840.958203844874,1226.08220124997,247.763025425834
"70",699,391.408578154164,308.874477799644,803.060612353806,849.084378563635,1377.52692517898,606.763347858305
"71",277,671.483416086528,525.722786434195,935.601172701765,663.239823692379,1412.07642929958,686.362485823636
"72",525,665.674781439468,394.43095709552,1112.07451184463,1085.77138080414,1335.76585847921,134.37979023818
"73",1340,357.068091078493,199.992502373637,590.952760326091,848.442886192944,1236.19314904754,774.357402779735
"74",1366,NA,576.072694242796,730.89446827069,833.596278522081,NA,414.744224429989
"75",199,722.5810664862,316.956280737926,969.267459823557,965.899891731665,1076.51951123658,443.094860839539
"76",528,694.333506817278,391.970947609514,920.364562538771,802.182369930279,969.546931578126,336.751438589611
"77",1415,346.938102018399,294.425550548996,744.671408774018,833.344843985601,952.779130801747,328.394812972855
"78",681,510.314456175837,475.347251247627,1144.29305789104,880.516758266591,1152.93331151374,270.352074691182
"79",1371,502.993973508653,181.377515859566,996.069322254001,874.29463251085,937.196880442624,632.066243106487
"80",112,500.180640563295,436.134191388498,1338.87631128121,842.413802905401,861.380325306356,857.518835313937
"81",78,547.92360374902,359.197669267399,851.558277875547,1011.53368541452,1074.64539667237,547.386292103098
"82",1558,648.111588169168,331.507336517135,814.546526548227,1011.30526612086,1019.60204132242,714.513327001578
"83",114,440.187010768435,378.598517430346,753.074930850499,746.553874739561,1137.78163826933,310.767936494188
"84",4,638.083072778092,84.2459877301465,648.444311952871,806.622102334329,963.358810796673,667.918134404567
"85",868,381.938895180963,153.462259709547,820.734696315837,854.270980076154,1005.9432552243,1057.53970873247
"86",1206,640.587293022057,468.97129686298,1030.31511644266,1040.35710047198,1009.80089935854,592.903799966066
"87",1169,717.84569180718,444.947051083154,928.66762966571,1149.48673201262,1263.44475087748,400.057708878503
"88",433,645.58412566506,170.444500331872,938.894071722115,596.63539474862,965.351771437638,364.84277952669
"89",991,432.899232383836,259.860202470747,924.31463396939,679.406231194069,1337.90117451676,787.428315662405
"90",1495,196.070427468846,481.234536479951,1131.33973685279,861.225006638351,702.59868299377,285.961405651036
"91",686,625.507679829921,176.904143589693,904.746331779013,1200.53308520559,989.538194790518,563.638272648784
"92",574,690.442224603682,87.6717535810618,939.277264390384,982.868559552865,1071.23942957971,385.823041734317
"93",111,722.705476920256,181.916063707275,857.02096271974,850.239745759871,964.928944366903,470.363903268821
"94",547,766.037431076573,484.492960606784,875.884249699043,840.425788363792,1193.7237787016,345.679405883244
"95",1143,653.484133779797,327.588531436648,1001.33384554878,899.813409318357,1255.34087301538,589.064122549419
"96",1626,815.634868040731,325.232566443698,NA,847.97473517319,1415.06600498541,765.695148436714
"97",299,679.909529625145,462.484346362233,844.873263158537,825.786117333845,1328.27212452838,486.145877662076
"98",1239,563.442943629871,407.275607574145,1116.10357902925,742.205526773554,1137.8818831982,600.877701588238
"99",1100,58.6139738408345,593.005279842709,603.799426432856,1004.49304710601,1044.45904925256,482.419601051529
"100",1633,710.840160017246,169.301778874213,927.461226073025,1310.97433737059,1178.96894980308,447.948997346248
"101",779,688.957638780297,221.434802677965,828.736468069553,1031.59815181054,974.624509830314,561.555430537364
"102",478,601.367332354359,316.580650950873,911.515889656433,778.983182752487,1070.17809860533,355.083747480509
"103",1578,761.082569551771,179.01594810777,892.245211372872,723.05804178097,1189.74778235451,533.989369906217
"104",984,544.864348645389,454.538099269344,1150.13967542991,1105.757606492,1108.82404133209,734.196471009237
"105",687,369.302607430835,239.149360747378,874.574996320949,907.323519893215,1273.39985276738,644.302679182603
"106",891,453.730138151559,299.397244005839,1121.76283801103,1015.01442913749,1144.16880346484,492.962068872625
"107",864,317.283271277594,537.544312763533,1050.88784559165,836.320670383039,1141.82873246268,390.516645505721
"108",922,470.796677997146,72.6555330136582,738.571356923003,1026.49685910795,1175.84434628215,485.728385991909
"109",1273,730.15701274048,226.108955197987,820.846504663727,932.69057148591,1042.97651668474,495.990038195939
"110",1268,708.470618296262,252.285944674628,1008.83817045876,811.15581259686,1000.43741833394,350.472445761335
"111",972,436.442077979397,-119.188953144655,1159.69933678062,814.758198457985,1110.39457095509,424.877321864694
"112",1118,664.747553250633,309.083609944098,919.2738898678,900.477670644224,1200.01448046056,297.214838503688
"113",1613,847.013557960144,28.9266859546766,760.134202603236,742.93382920754,1310.62531944693,309.486085886836
"114",494,563.181443408109,552.326866222444,NA,829.940390224298,996.240115202226,215.058975894323
"115",149,907.060625272516,214.839232053955,829.475382797759,758.795877781776,747.574696384066,549.199866076442
"116",441,643.401947062707,306.107593566724,1051.06498946998,793.863068618684,1102.44705148989,454.626003029662
"117",877,727.874177537334,163.320490510071,949.176472035259,802.117659462432,1117.15630692094,665.780214449738
"118",808,729.141620869442,392.047500814058,900.569796334365,778.489614161384,1125.83342949331,385.216713825998
"119",853,705.260309393979,260.234613303454,869.859331772488,842.46625771216,1226.4246895204,321.221258006302
"120",617,573.384895005326,518.149587371287,755.988671430299,613.389354541318,1232.4368276324,536.534631686205
"121",987,700.476036113646,586.929433500113,1026.28874740885,NA,1167.90890738626,232.56253156424
"122",775,524.368320129356,597.286110637953,870.251669825365,882.774711749684,1184.46679008413,260.46736836536
"123",1469,642.431948986526,349.711878831628,916.742095453475,852.663005116783,974.997163014179,713.834431343821
"124",1234,446.866581924485,299.501887098821,749.870973900486,727.124157337397,1261.52621226824,630.106887946662
"125",1168,362.004495570465,480.390301517356,538.252232154559,1077.9323733166,1168.06098775162,221.422714638757
"126",384,612.494511316833,373.331079340078,1051.98252925246,1168.83722243104,NA,705.088062502642
"127",1571,685.949684298709,689.123848422592,836.742869812401,1178.63822655274,1015.28370273808,496.917181882487
"128",17,554.075173450636,304.269663107901,799.042122877556,604.332958100189,1237.04609528004,517.316048649316
"129",1606,856.989346532278,294.407823906769,713.862839131229,727.373986668909,1208.45428801869,115.922592311474
"130",1384,545.273641960193,307.085895455112,857.0739821612,875.546811306091,1182.8680702673,388.004021210143
"131",285,367.767559225093,222.992879624208,1111.64552449843,1045.55236330054,1148.04084646825,678.605650726264
"132",1034,719.313496474183,229.925853813358,1143.14704391817,885.404170570504,982.509531773179,591.725527920923
"133",219,629.693827250972,225.084915474307,1018.00134655178,782.368983255288,937.395281662591,370.573326782211
"134",318,613.176096474375,169.271808774036,1045.12355249866,604.111135745919,1050.08773925962,433.311329154417
"135",1094,620.523385776613,410.042141346617,855.289975829816,848.025383122659,1162.27287725339,541.431723037393
"136",1025,310.866640631112,489.580807908809,918.402038167112,834.300441905036,1039.73518253981,769.963858171056
"137",109,671.04080674876,140.939515757817,1330.54703655359,754.079234650221,1098.43671720189,632.048546981413
"138",1020,719.797571074695,495.778854830774,1013.13961840275,689.557291153355,1113.88719751846,252.320745147075
"139",1416,538.031222081262,575.209212821826,1131.83286277008,887.54829677686,1308.46041695403,514.201613991559
"140",84,513.807763109674,251.54159605853,781.047424156893,1283.57093037896,1133.77449013319,209.227882283437
"141",325,592.044898637524,308.605198086896,967.712203343363,897.062446533487,960.184584064515,188.457489735343
"142",865,433.685843022691,434.018717387139,NA,695.249633745159,1142.46484308836,620.500654200441
"143",755,434.023816641067,319.380131934056,992.289361197054,613.876815393667,1051.60430379844,669.174503405533
"144",1554,423.776499644514,193.447976371339,896.666507350084,904.509372636307,1051.84350240237,506.583882292532
"145",1394,892.970919246323,225.969054843775,843.561247490675,1017.14491805168,952.618335896162,516.323802041097
"146",1432,701.506803794429,362.01920420372,1237.08967086417,858.055901670168,1298.07557051991,571.893966740301
"147",398,358.328509796803,299.207578549158,941.07788736113,894.389367650216,1070.25012142785,490.893409458797
"148",424,775.502967970853,412.385338076735,935.942792564155,831.043237041696,1325.57303332148,399.47945651115
"149",505,468.779629682001,180.195741411442,869.797890207765,812.415451343221,1192.3453130509,520.631512427167
"150",702,462.403878717654,490.793339522207,1239.12528626928,NA,967.364254399449,898.959440408846
"151",1236,618.133988767593,305.824895834729,936.77019876989,874.095986015423,1090.7696836097,358.607240476236
"152",978,519.289164392035,348.331536559431,1012.15735472967,996.609625571562,1267.61284029188,656.105296315176
"153",141,387.730013865321,181.323604984025,842.786141869611,811.55114023136,871.895182461273,439.322650940061
"154",584,560.152749386863,167.799895726076,1113.97622671793,704.616033048881,1094.09978097076,584.356140991428
"155",750,676.833036916299,424.705892218697,875.270808165804,961.572730252239,929.768245718828,546.262777174019
"156",468,434.527354566473,468.794694031685,1090.0870918429,898.642831626371,1134.31456890158,744.465157977524
"157",425,625.518252083616,360.018545115004,1026.5703226635,NA,1121.60200877577,749.56103421895
"158",794,680.59376080696,316.69985725664,819.761911561271,814.461709598169,848.559984645123,413.374792980275
"159",813,752.465247790779,446.616806700509,776.990284668565,650.988209252379,948.632908129086,92.8732127144917
"160",379,543.51323663234,NA,759.408211785342,866.138917701129,1081.81131565743,541.90402829912
"161",236,686.331047254582,406.045293355511,649.291544542242,798.982910549224,1029.26132841481,574.39761834985
"162",1311,242.882670975257,295.04302232187,883.605774417722,934.377560329699,1200.32657890028,349.55483563921
"163",1437,498.221118255004,175.748273009793,934.940115844653,853.968584959506,1114.40976574453,440.279455915055
"164",1334,516.869654552103,531.23073300876,921.338650964555,996.159628668277,NA,450.820765333184
"165",410,552.444128334066,256.577419713672,908.9011458411,873.277508214968,1145.11407066064,442.904878314132
"166",367,639.368564544401,176.251887177201,1208.38076680905,993.668920409413,1259.81003979665,577.813599557167
"167",1448,557.489597634631,282.232187604507,1092.22167867333,875.306680533718,NA,559.400712156214
"168",27,626.594098352683,203.533309626452,936.464812928234,1128.50778814101,977.713129359296,344.054230239593
"169",1453,671.399290783634,518.223714207384,706.928553306183,1046.61106457379,1094.87988087525,674.233097611921
"170",1479,459.723727906208,275.484041195564,825.57659447035,798.881299343952,1041.25670302604,517.498650035517
"171",1468,557.193954940185,285.658155919245,627.204628207397,987.253895636994,1018.28881240287,619.946219822748
"172",821,424.844859348589,314.032186921845,1047.98515412933,750.747344076509,1105.32690198762,542.176655290957
"173",453,309.261582419476,3.4805640548509,1081.55377461467,797.438450430732,965.304254946731,705.3484047494
"174",206,637.387279847363,173.769087410895,956.123743986501,822.357925655864,1103.0737497549,703.701481701637
"175",1296,797.797504393546,177.972127354845,756.943951156326,907.819347535518,1272.83331766806,614.881390692399
"176",388,239.732711555014,393.865671276051,697.255073582723,774.036023767423,1021.66613083965,428.70403745838
"177",386,570.814274128928,267.098524413101,961.56559580965,954.387447017772,866.119524677404,602.009881569811
"178",1360,654.149081044067,320.511271405305,981.217458569421,773.645993097218,1049.09478519251,630.973805217464
"179",598,697.827142145442,550.894374230455,1173.55831408471,801.382696458743,1140.00220897135,355.707654937876
"180",1458,555.195142956421,404.113752408941,934.491079583316,685.469364151277,1068.18380146865,NA
"181",315,600.528017341202,212.447993443977,791.529011292004,753.034585737591,1013.94836208162,663.043225845561
"182",828,391.11172656945,630.910125609108,773.370556129394,1005.47624105577,1053.96662018883,589.292116268352
"183",1283,385.482825435296,449.759702410885,812.696234371909,1117.57845039382,973.610605618919,752.994380409949
"184",1056,585.159354637414,103.8855995956,1049.14355709778,799.197842446107,1034.93396399728,67.6438011349577
"185",926,604.422471498374,244.626165587781,1301.92622355905,978.645801627934,1442.6591415176,435.665365198789
"186",1040,576.428876952743,258.394877084001,992.76606703896,779.839565982195,1250.43639290265,588.495056304989
"187",385,436.090450216405,472.337076221447,1052.57837368389,641.679697129081,1301.91289685286,720.219569199936
"188",1398,392.932139687951,NA,1235.92139551526,696.718107223495,923.798235478327,777.504437006432
"189",251,492.768062966641,642.689586963981,1117.959045467,723.316039572142,1191.60073111812,648.656667807614
"190",604,759.419837495727,465.256013993828,679.635798839104,854.502919558795,922.442238420199,287.310699179821
"191",1086,390.768442402798,480.61481847457,1052.47574264088,739.415345355926,1217.9441287926,325.528604833864
"192",79,616.137095390401,-9.20405656872288,732.911284472005,1249.50161106152,1078.98237213906,388.251301971648
"193",455,372.236332383164,138.985458590581,984.753353918957,937.779268597413,1312.38598902602,426.480773897718
"194",1225,654.983666108791,49.4137728894235,801.012943818213,717.49619752195,938.31740495207,912.578713760739
"195",36,499.360928744513,223.77503246039,932.221089412722,788.62420705508,1141.8817585562,681.205250731179
"196",1016,849.77389664251,576.059564154658,898.899461920205,935.565596278201,1067.43763309193,271.598741539873
"197",368,321.535470179803,561.365700807336,853.226777929909,957.099356210776,1011.47189365741,554.460580373299
"198",289,1017.89692784558,326.141557603616,1124.88197211543,794.593881166085,1308.16703467828,618.90867332673
"199",1327,441.599314048887,226.25751993004,895.676986609584,1028.76948239593,859.275358095948,508.223108664987
"200",1425,427.318449306613,389.009693286141,1137.11161738267,498.876435504966,978.474391472869,619.284742058463
"201",30,607.502919704272,635.130527384403,1057.80697554785,775.876008654768,1059.01920989376,494.487193875398
"202",15,293.766310313445,431.448479166846,656.948984045621,1025.2293039462,1146.71758679827,712.498296127517
"203",539,620.857437984211,-3.82917809835027,770.191169724914,986.67147828369,1127.91682986443,380.678049699373
"204",1204,679.34299396511,74.9784176363453,910.930201032602,778.633519774499,1359.48125750547,544.879987177523
"205",262,466.908884962828,222.075243696596,802.010417421857,804.525979947482,1477.09695903036,486.561847448154
"206",266,736.372915832114,246.819810282906,876.021250484307,921.116864401788,1067.62408972883,571.985658670859
"207",758,374.107242449369,306.673559685837,947.753357878939,805.491614562284,1251.29507641076,392.420668397919
"208",1271,615.413434626134,486.911749742397,769.187546079243,856.532879087381,1055.90263039983,594.919033615716
"209",83,482.779189304927,NA,1050.10555769502,944.441541544282,1128.16788225543,508.303126011392
"210",1332,536.609367004164,197.98756316551,983.674800732125,803.632102926936,982.968182302501,349.985352572808
"211",704,894.401676949545,115.157452127583,955.084814196325,1008.56169233703,1189.58489699878,711.704378028164
"212",1041,599.063446608983,NA,1179.9825282205,1036.18587655192,956.22415893751,371.229106051723
"213",119,184.430338158303,420.586040508466,1014.51641394537,1185.04045445009,1027.01110887303,356.264439019328
"214",332,396.812502550926,503.491479346328,880.890480999295,820.171798349562,806.8549091327,337.01793696767
"215",1062,406.618008800833,437.961090763702,947.936153942857,832.97498567924,1196.59972958503,575.260475937867
"216",667,NA,415.574966412375,882.929427592366,990.543448124913,1025.80678566678,534.86141896896
"217",533,250.632277073581,-22.8514512788263,803.407937455789,836.925151998186,1123.86582781622,299.898893818238
"218",104,591.596674472153,284.326319950578,924.523166145759,660.268858628722,1146.28266444158,267.735929121229
"219",469,504.79714058233,644.022151242983,669.235134101773,722.541045417669,1019.50642805462,654.826681061254
"220",1058,507.312294514405,249.239730182853,1056.64113656911,694.233366266369,1356.85220791045,562.676159450424
"221",718,592.389303544197,147.663023719324,1095.39836577076,1213.48223616347,988.044762808461,389.728003995682
"222",1354,391.841169822088,218.189020773731,1067.13276606672,654.964251379348,1041.80145515175,322.519685056173
"223",392,380.49666230831,269.215944844076,959.347961619375,1206.83006755422,1074.99138477261,285.344712096952
"224",1541,674.03955704976,338.820931200109,1008.91414578729,541.571236642895,979.059943158117,334.318494442006
"225",490,439.393762561133,367.192439728827,806.671674239911,643.385665330447,1064.06537218736,290.054409888873
"226",239,567.605169509824,177.0383526842,1278.23856356306,1074.48238110028,1148.47258479882,680.36075346477
"227",1386,491.441869062034,415.124299788702,921.041534578995,620.19241187501,815.634681592193,162.924092437707
"228",162,480.141665476372,177.964315294434,817.76452854143,778.893898902144,941.002423142969,614.395394372955
"229",1270,590.73267203114,407.95262418142,1275.03846436809,640.765334485183,1267.82126843885,572.302366664739
"230",1049,504.963864875659,365.160771345445,775.751160428263,648.392831360609,1319.02563097996,292.964344723675
"231",417,393.392808850748,291.933344509999,827.849199740277,730.268839909505,1240.65272670417,686.343691422812
"232",1562,859.63165212778,287.892886677405,701.744014934085,990.824367590938,1076.64669676814,470.474574572721
"233",201,379.590923200817,358.825170138866,868.30064875217,619.621591221721,905.896162071571,556.69796741603
"234",467,414.570240887664,179.943555252309,1155.12898038723,1175.51586800246,767.123320105758,554.467931505485
"235",394,820.24337133545,496.887401162136,1051.37745676324,968.259565929777,1025.16429145615,629.44683156751
"236",358,403.296826785631,568.223437574536,985.724611545574,879.840831242269,865.951307351415,497.463829519896
"237",850,796.964816251532,452.080032944741,1027.67492150757,880.960709461048,1133.94676926896,654.706644581677
"238",1411,510.548257421297,383.826481353969,1113.23590093413,959.307486254982,1097.1621365854,322.702157931264
"239",1480,537.272511847836,48.8740697978839,879.289089254794,1230.77071054531,1068.79497598946,317.181483897195
"240",446,398.004036235747,378.119544449807,979.732108009137,960.218299607944,1332.19417910499,553.534797837291
"241",1046,701.99132725965,96.7329064180067,548.619549558077,1056.71047485479,1396.50278794111,604.210816252234
"242",1044,539.718757391844,227.088648285499,1066.0457853576,866.012113464029,1215.2676975906,569.935728535447
"243",194,660.743290112974,190.930588697868,756.87168719444,808.466487064359,1064.45723205656,589.173623976179
"244",1575,595.637387672949,NA,826.282282514568,1179.38920426839,1131.85015942345,800.593491107149
"245",381,708.140576904496,139.619724008686,984.77141322874,927.066977292019,1167.99460794991,283.713806613162
"246",678,701.550704187084,466.956672368337,1095.70442325842,893.870566090461,1282.68525580131,550.254570073369
"247",1140,488.632270946182,328.516662368844,1005.92428813242,1121.57694403805,1114.03411796721,454.516719647997
"248",1347,316.435864110054,391.809749666419,1034.08359399083,1084.98886901487,1006.41966973083,154.496164611809
"249",1153,522.956196361923,413.552483583597,1051.24950809028,726.830957035461,1006.92897996614,726.258418187101
"250",715,1039.44333260255,312.872107293636,870.262239619743,740.973687302142,1309.40883908,573.618164399128
"251",422,NA,268.229061941128,874.234547431172,936.355748724061,1223.33347380107,559.372721685083
"252",307,717.226819068767,390.305267609367,756.623973182511,910.039999171257,827.394639179543,675.504804894208
"253",900,727.926549391453,362.102052774634,1019.75399263051,910.994947360502,977.942013984452,615.447539129385
"254",414,517.214304125629,337.975661115658,789.548975487652,996.029415263495,1106.39114450074,250.934868172456
"255",576,605.543095134152,134.991663488422,810.571756514771,923.885151868771,1018.50275404249,436.529375554932
"256",1210,661.517904514634,167.713284746571,995.909842909533,677.344868957431,1192.47341699461,548.530255190359
"257",1045,485.745747269941,253.021913642042,1014.8575482744,753.839035452119,1201.67813595375,506.521697243639
"258",1111,708.947193763137,351.417363590925,995.430980556522,912.811175232057,889.554421265692,689.287700511823
"259",573,535.610454332337,309.416101271587,1243.03076020157,946.855062823178,1233.53732441177,948.896065404415
"260",1290,491.302509601679,-20.0159898597888,998.169963184724,743.239198056339,1247.62299818072,466.593410130323
"261",1115,501.779725251272,514.305849614628,756.52430840884,817.739736191824,1146.46902327797,443.709378601076
"262",1172,600.945452669954,154.37206388296,1002.12534079112,749.821864869453,1157.00302588379,359.205620191676
"263",1023,580.459311088539,529.959308063431,657.093671749065,934.57606455414,1082.44952232775,259.363972919782
"264",1138,500.922711313326,202.029636668248,862.517023059044,795.573380081483,1076.83824312164,897.466941960352
"265",1149,659.298787667642,407.091579097841,966.69954979019,710.697951593613,1154.25318224311,569.550066667236
"266",364,279.739138333297,438.462900473934,788.223343767205,901.480198338395,996.977267172522,517.891190803865
"267",913,384.097490757712,336.218545086104,1051.60838029563,914.691748757097,979.429943421072,396.250662310683
"268",1471,588.144678766805,213.502144861333,796.075794289422,966.598947979572,1208.19737028293,385.00096016882
"269",1550,799.535695288378,256.253711664733,783.288891597569,1010.70202774513,1088.0411067841,604.856191666466
"270",125,665.563932486429,177.264992600638,846.142508729441,607.049994646575,1220.32717447141,496.281051145357
"271",1093,425.107241708315,171.380963106451,909.579262241698,497.450103405517,1171.5533793491,376.885577088167
"272",1356,721.453841542123,245.940404027427,1001.69480728921,874.403170424456,761.054461947581,441.854211293311
"273",1459,481.223036314762,218.063760259223,938.325053424084,798.932933973453,1015.82962809132,332.529946462693
"274",1390,627.806050385503,70.3861784965718,809.833892466255,899.027667139979,1194.8551171909,396.00193417701
"275",588,548.718491602137,620.818773346824,801.567864204003,998.271451350188,1061.67889668751,363.815600228217
"276",1298,518.053528183544,NA,914.19837671551,674.689764960821,1092.89421865743,466.176386106817
"277",560,804.871682697313,334.06711883543,1049.89150951633,965.747854871314,998.537823837065,689.74481344604
"278",787,603.866399576084,496.914268099725,1067.77118983509,742.525803149647,1249.29666110404,665.484340329476
"279",910,744.274486342529,NA,852.934882438195,855.284559987875,1265.78773552862,503.330219460592
"280",895,410.910998333916,536.51959065431,1106.85666701354,1085.42757113184,1172.67072319505,82.1261279574719
"281",1079,722.111485391203,276.682418223393,676.055518168915,973.145011534775,900.513000458765,443.518266634227
"282",1597,681.506209657344,331.432093586467,688.704871684685,638.087642531958,1318.07366230842,607.129943567681
"283",1275,630.441329731863,260.165541820943,1214.20994567432,1203.9514945633,1073.27413427461,608.426765321546
"284",897,557.295794693553,176.465907061734,623.846906402355,676.362402323077,997.03500301486,675.156884267302
"285",684,348.234460392091,382.655473613334,1243.0816315084,1238.7570732951,1239.957713799,647.115371069683
"286",1430,509.543992039161,286.817072497834,1063.40486219049,848.030265283319,1182.72584969393,417.604531648759
"287",131,731.911841728194,214.741857226736,948.443288543683,1158.12487465534,1014.50657568922,602.258764954014
"288",330,746.641898880547,260.421125387798,1012.91807909511,872.988175488295,1367.0648809173,354.837209196385
